,Unnamed: 0,word,onset,duration,trial_type,is_first_word,sequence_id
0,0,Il,0.7,0.3,"{'kind': 'word', 'word': 'Il'}",True,0
1,1,se,1.0499999999999998,0.3,"{'kind': 'word', 'word': 'se'}",False,0
2,2,trouvait,1.3999999999999997,0.3,"{'kind': 'word', 'word': 'trouvait'}",False,0
3,3,dans,1.7499999999999996,0.3,"{'kind': 'word', 'word': 'dans'}",False,0
4,4,la,2.1,0.3,"{'kind': 'word', 'word': 'la'}",False,0
5,5,région,2.45,0.3,"{'kind': 'word', 'word': 'région'}",False,0
6,6,des,2.799999999999999,0.3,"{'kind': 'word', 'word': 'des'}",False,0
7,7,astéroïdes,3.1499999999999995,0.3,"{'kind': 'word', 'word': 'astéroïdes'}",False,0
8,8,325,3.499999999999999,0.3,"{'kind': 'word', 'word': '325'}",False,0
9,9,326,3.849999999999999,0.3,"{'kind': 'word', 'word': '326'}",False,0
10,10,327,4.199999999999998,0.3,"{'kind': 'word', 'word': '327'}",False,0
11,11,328,4.549999999999999,0.3,"{'kind': 'word', 'word': '328'}",False,0
12,12,329,4.899999999999999,0.3,"{'kind': 'word', 'word': '329'}",False,0
13,13,et,5.249999999999998,0.3,"{'kind': 'word', 'word': 'et'}",False,0
14,14,330,5.599999999999999,0.3,"{'kind': 'word', 'word': '330'}",False,0
15,15,Il,5.949999999999998,0.3,"{'kind': 'word', 'word': 'Il'}",True,1
16,16,commença,6.299999999999998,0.3,"{'kind': 'word', 'word': 'commença'}",False,1
17,17,donc,6.649999999999998,0.3,"{'kind': 'word', 'word': 'donc'}",False,1
18,18,par,6.999999999999997,0.3,"{'kind': 'word', 'word': 'par'}",False,1
19,19,les,7.349999999999998,0.3,"{'kind': 'word', 'word': 'les'}",False,1
20,20,visiter,7.699999999999997,0.3,"{'kind': 'word', 'word': 'visiter'}",False,1
21,21,pour,8.049999999999997,0.3,"{'kind': 'word', 'word': 'pour'}",False,1
22,22,y,8.399999999999997,0.3,"{'kind': 'word', 'word': 'y'}",False,1
23,23,chercher,8.749999999999996,0.3,"{'kind': 'word', 'word': 'chercher'}",False,1
24,24,une,9.099999999999996,0.3,"{'kind': 'word', 'word': 'une'}",False,1
25,25,occupation,9.449999999999996,0.3,"{'kind': 'word', 'word': 'occupation'}",False,1
26,26,et,9.799999999999995,0.3,"{'kind': 'word', 'word': 'et'}",False,1
27,27,pour,10.149999999999997,0.3,"{'kind': 'word', 'word': 'pour'}",False,1
28,28,sinstruire,10.499999999999996,0.3,"{'kind': 'word', 'word': 'sinstruire'}",False,1
29,29,Le,10.849999999999996,0.3,"{'kind': 'word', 'word': 'Le'}",True,2
30,30,premier,11.199999999999996,0.3,"{'kind': 'word', 'word': 'premier'}",False,2
31,31,était,11.549999999999995,0.3,"{'kind': 'word', 'word': 'était'}",False,2
32,32,habité,11.899999999999997,0.3,"{'kind': 'word', 'word': 'habité'}",False,2
33,33,par,12.249999999999996,0.3,"{'kind': 'word', 'word': 'par'}",False,2
34,34,un,12.599999999999994,0.3,"{'kind': 'word', 'word': 'un'}",False,2
35,35,roi,12.949999999999994,0.3,"{'kind': 'word', 'word': 'roi'}",False,2
36,36,Le,13.299999999999994,0.3,"{'kind': 'word', 'word': 'Le'}",True,3
